subj_age_group,stop_resolution,weapon,off_gender,off_race,subj_perceived_race,subj_perceived_gender,call_type,frisk_flag,beat,date,off_age
36 - 45,1,None,0,White,White,0,0,1,R,2016,30
36 - 45,0,None,0,Asian,White,1,0,0,L,2016,63
36 - 45,1,None,1,White,White,0,None,0,B,2016,32
36 - 45,0,None,0,White,Hispanic,0,0,1,R,2016,29
36 - 45,0,None,0,American Indian/Alaska Native,Black or African American,0,0,0,L,2016,52
36 - 45,1,None,1,Two or More Races,Black or African American,0,0,0,D,2016,24
36 - 45,1,Blade,0,Hispanic or Latino,White,0,0,1,W,2016,60
36 - 45,1,Blunt Object,0,White,White,0,0,1,W,2016,38
36 - 45,0,None,1,White,Black or African American,0,0,0,W,2016,43
36 - 45,1,None,0,White,Black or African American,0,0,0,M,2016,39
36 - 45,0,None,0,White,White,1,1,0,K,2016,32
36 - 45,0,None,0,White,Black or African American,0,1,1,K,2016,32
36 - 45,0,None,0,Black or African American,Black or African American,0,0,0,N,2016,35
36 - 45,1,None,1,Two or More Races,White,0,0,0,E,2016,29
36 - 45,1,None,0,White,Black or African American,0,0,1,G,2016,32
36 - 45,0,None,1,Black or African American,Black or African American,0,0,1,E,2016,25
36 - 45,0,None,0,White,Black or African American,0,0,0,Q,2016,30
36 - 45,1,None,0,American Indian/Alaska Native,White,0,0,1,L,2016,52
36 - 45,0,None,0,White,White,0,0,0,L,2016,35
36 - 45,1,None,0,Two or More Races,Black or African American,0,0,0,M,2016,29
36 - 45,0,None,0,White,Black or African American,0,0,1,B,2016,42
36 - 45,0,None,0,White,Black or African American,0,0,0,S,2016,35
36 - 45,0,None,0,White,White,0,0,0,D,2016,27
36 - 45,0,None,0,White,White,0,0,0,J,2016,49
36 - 45,0,None,0,Nat Hawaiian/Oth Pac Islander,Hispanic,0,0,0,W,2016,34
36 - 45,1,None,0,White,White,0,0,0,N,2016,38
36 - 45,1,None,0,White,White,0,0,0,N,2016,38
36 - 45,0,None,0,Hispanic or Latino,White,0,0,0,E,2016,40
36 - 45,0,None,0,Hispanic or Latino,White,0,0,0,E,2016,40
36 - 45,0,None,1,White,Black or African American,1,0,0,O,2016,29
36 - 45,1,None,0,White,White,0,0,1,L,2016,43
36 - 45,1,None,0,White,Black or African American,0,0,1,R,2016,45
36 - 45,0,None,0,White,Black or African American,0,0,1,D,2016,27
36 - 45,0,None,0,Two or More Races,Black or African American,0,0,0,D,2016,29
36 - 45,0,None,0,White,Black or African American,1,0,0,B,2016,35
36 - 45,0,None,0,White,Hispanic,0,0,0,L,2016,49
36 - 45,1,None,1,White,White,0,0,0,U,2016,34
36 - 45,1,None,1,White,White,0,0,0,M,2016,24
36 - 45,0,None,0,Hispanic or Latino,American Indian or Alaska Native,0,0,0,W,2016,35
36 - 45,0,None,1,White,Black or African American,1,0,1,O,2016,29
36 - 45,0,None,0,White,Hispanic,1,0,0,D,2016,41
36 - 45,0,None,0,White,Hispanic,0,0,0,D,2016,41
36 - 45,0,None,1,White,American Indian or Alaska Native,0,1,0,Q,2016,33
36 - 45,0,None,0,White,Black or African American,0,0,0,Q,2016,34
36 - 45,0,None,0,White,White,0,0,1,Q,2016,24
36 - 45,0,None,0,American Indian/Alaska Native,American Indian or Alaska Native,0,0,0,L,2016,52
36 - 45,0,None,0,White,American Indian or Alaska Native,0,0,0,R,2016,30
36 - 45,0,None,0,White,White,0,1,0,E,2016,53
36 - 45,0,None,0,White,American Indian or Alaska Native,0,1,0,S,2016,39
36 - 45,0,None,0,White,Black or African American,0,0,0,W,2016,42
36 - 45,0,None,0,White,Black or African American,1,0,0,W,2016,42
36 - 45,0,None,0,White,White,0,0,0,U,2016,31
36 - 45,0,None,0,Asian,Black or African American,0,1,0,N,2016,52
36 - 45,0,None,0,White,Hispanic,0,1,0,R,2016,45
36 - 45,1,None,0,White,Black or African American,1,0,0,M,2016,25
36 - 45,0,Blade,0,White,White,0,0,1,F,2016,35
36 - 45,0,None,0,White,White,0,1,0,M,2016,51
36 - 45,1,None,0,White,Asian,0,1,1,G,2016,26
36 - 45,1,None,0,White,Black or African American,1,0,0,R,2016,26
36 - 45,0,None,0,Hispanic or Latino,Hispanic,0,0,0,K,2016,25
36 - 45,0,None,0,White,American Indian or Alaska Native,0,1,1,R,2016,30
36 - 45,1,None,0,White,White,0,1,0,F,2016,29
36 - 45,0,None,0,White,White,1,0,0,N,2016,42
36 - 45,1,None,0,White,Black or African American,0,0,0,R,2016,45
36 - 45,1,None,0,White,Black or African American,0,1,0,K,2016,32
36 - 45,1,None,0,White,American Indian or Alaska Native,1,1,0,K,2016,32
36 - 45,0,None,0,Two or More Races,Black or African American,0,0,0,E,2016,33
36 - 45,0,None,0,White,White,0,0,0,L,2016,37
36 - 45,0,None,0,White,White,1,0,0,E,2016,25
36 - 45,0,None,0,White,White,1,0,0,D,2016,32
36 - 45,1,None,0,White,Black or African American,0,0,1,B,2016,36
36 - 45,1,None,0,White,Black or African American,0,1,0,C,2016,30
36 - 45,1,Blade,0,White,White,0,0,1,L,2016,25
36 - 45,1,Blade,0,White,White,1,0,1,S,2016,22
36 - 45,0,None,0,White,Asian,0,0,0,J,2016,33
36 - 45,1,None,0,Two or More Races,White,0,0,1,J,2016,26
36 - 45,0,None,0,White,Black or African American,0,0,1,O,2016,30
36 - 45,0,None,0,Nat Hawaiian/Oth Pac Islander,White,0,0,0,C,2016,41
36 - 45,0,None,0,Two or More Races,White,0,0,0,K,2016,23
36 - 45,1,None,0,White,Black or African American,0,0,1,B,2016,36
36 - 45,0,None,0,White,White,0,0,0,N,2016,38
36 - 45,1,None,1,White,White,0,0,0,K,2016,27
36 - 45,0,None,0,White,Black or African American,0,0,1,O,2016,30
36 - 45,0,None,0,White,American Indian or Alaska Native,0,0,0,D,2016,47
36 - 45,0,None,0,White,White,0,0,0,S,2016,30
36 - 45,0,None,0,White,White,0,1,0,B,2016,48
36 - 45,1,None,1,Two or More Races,White,1,0,0,N,2016,38
36 - 45,0,None,0,White,Black or African American,1,0,0,O,2016,30
36 - 45,0,None,0,White,White,0,0,0,L,2016,37
36 - 45,1,None,0,White,White,0,0,0,W,2016,37
36 - 45,1,None,0,White,White,1,0,0,W,2016,37
36 - 45,1,Blade,0,White,White,0,1,0,M,2016,37
36 - 45,0,None,0,White,White,0,0,0,N,2016,38
36 - 45,0,None,0,Asian,White,0,1,1,C,2016,29
36 - 45,1,None,0,White,White,0,0,1,G,2016,24
36 - 45,1,None,0,White,White,1,0,0,S,2016,33
36 - 45,1,None,0,White,Black or African American,0,0,1,M,2016,49
36 - 45,0,None,0,White,White,0,0,0,Q,2016,26
36 - 45,1,Blade,0,White,White,0,0,1,M,2016,49
36 - 45,0,None,1,White,White,0,0,0,L,2016,49
36 - 45,0,Blade,1,White,Black or African American,0,0,0,N,2016,37
36 - 45,1,None,0,White,White,1,None,0,J,2017,25
36 - 45,0,None,0,White,White,1,0,0,E,2016,30
36 - 45,0,None,0,White,Black or African American,0,0,0,U,2016,30
36 - 45,0,None,0,White,Black or African American,0,1,1,S,2016,43
36 - 45,1,None,0,White,Black or African American,0,0,1,G,2016,24
36 - 45,1,None,0,White,Black or African American,0,0,0,U,2016,28
36 - 45,0,Blade,0,White,Black or African American,0,0,1,M,2016,39
36 - 45,0,None,0,Asian,White,0,1,0,M,2016,43
36 - 45,0,None,0,White,Black or African American,0,0,1,M,2016,40
36 - 45,0,None,0,American Indian/Alaska Native,White,0,1,0,K,2016,59
36 - 45,1,None,1,White,White,0,0,0,K,2016,24
36 - 45,0,None,0,White,White,0,0,0,E,2016,29
36 - 45,0,None,0,White,White,0,0,0,N,2016,46
36 - 45,1,None,0,White,Black or African American,0,0,1,M,2016,28
36 - 45,0,None,0,White,White,0,1,1,S,2016,35
36 - 45,0,None,0,White,Black or African American,0,0,0,M,2016,36
36 - 45,1,None,0,White,Multi-Racial,0,0,0,E,2016,28
36 - 45,0,None,0,Black or African American,Hispanic,0,0,1,W,2016,53
36 - 45,0,None,0,White,White,0,1,0,U,2016,49
36 - 45,0,None,0,White,White,0,0,0,L,2016,49
36 - 45,0,None,1,White,White,1,None,0,B,2016,32
36 - 45,0,None,0,White,White,0,0,0,G,2016,25
36 - 45,1,None,1,White,Black or African American,0,1,0,O,2016,29
36 - 45,0,None,0,Black or African American,White,0,0,0,J,2016,35
36 - 45,0,None,0,White,Black or African American,0,1,0,K,2016,32
36 - 45,0,None,0,White,Black or African American,0,0,0,U,2016,36
36 - 45,0,None,0,Black or African American,White,1,0,0,N,2016,35
36 - 45,0,None,0,White,Black or African American,0,0,1,O,2016,35
36 - 45,1,None,0,American Indian/Alaska Native,White,0,1,1,D,2016,45
36 - 45,1,None,0,White,White,0,1,0,M,2016,31
36 - 45,0,None,1,White,Black or African American,0,0,0,O,2016,29
36 - 45,0,None,0,White,Black or African American,1,0,0,D,2016,55
36 - 45,1,Blade,0,White,Hispanic,0,0,1,L,2016,33
36 - 45,0,None,1,Hispanic or Latino,White,0,0,0,U,2016,23
36 - 45,0,None,0,White,American Indian or Alaska Native,0,0,0,B,2016,38
36 - 45,1,None,0,White,Black or African American,0,0,0,R,2016,26
36 - 45,0,None,0,White,White,1,0,1,R,2016,39
36 - 45,0,None,0,White,Hispanic,0,1,0,R,2016,45
36 - 45,0,None,0,Hispanic or Latino,American Indian or Alaska Native,1,0,0,W,2016,35
36 - 45,0,Blade,0,White,Black or African American,0,0,1,D,2016,32
36 - 45,1,None,0,White,Black or African American,0,None,0,Q,2016,30
36 - 45,1,None,0,White,White,0,0,1,E,2016,24
36 - 45,0,None,0,White,Black or African American,0,0,1,R,2016,33
36 - 45,1,None,1,White,Black or African American,0,0,0,M,2016,27
36 - 45,0,None,0,White,Black or African American,0,0,0,K,2016,30
36 - 45,1,None,0,White,White,0,1,0,M,2016,26
36 - 45,0,None,0,White,Black or African American,0,0,0,E,2016,53
36 - 45,0,None,0,Hispanic or Latino,Black or African American,0,0,0,G,2016,29
36 - 45,0,None,0,White,White,1,0,0,L,2016,38
36 - 45,1,None,1,White,White,0,0,0,M,2016,40
36 - 45,0,None,1,White,White,0,0,0,F,2016,35
36 - 45,0,None,0,White,White,0,0,0,N,2016,38
36 - 45,0,None,0,American Indian/Alaska Native,White,0,0,0,L,2016,52
36 - 45,0,None,0,White,White,1,0,0,G,2016,35
36 - 45,1,None,0,American Indian/Alaska Native,White,0,1,1,M,2016,45
36 - 45,0,None,0,White,White,1,0,0,L,2016,39
36 - 45,0,None,0,White,American Indian or Alaska Native,0,0,0,Q,2016,33
36 - 45,0,None,0,White,White,0,0,0,U,2016,36
36 - 45,0,None,0,White,Black or African American,1,None,0,K,2016,56
36 - 45,0,None,0,White,Black or African American,0,0,1,R,2016,30
36 - 45,1,Firearm,0,White,Black or African American,0,0,1,N,2016,29
36 - 45,1,None,0,White,White,0,0,0,M,2016,26
36 - 45,1,None,0,White,White,0,0,1,M,2016,26
36 - 45,1,None,0,White,White,1,0,0,B,2016,34
36 - 45,0,None,0,White,Black or African American,0,0,0,R,2016,45
36 - 45,1,None,0,White,Black or African American,0,0,0,L,2016,45
36 - 45,0,None,1,White,White,0,0,1,B,2016,32
36 - 45,0,None,1,White,White,0,0,0,L,2016,49
36 - 45,1,None,0,Two or More Races,Black or African American,1,0,0,M,2016,23
36 - 45,0,None,0,White,Black or African American,0,0,0,F,2016,60
36 - 45,0,None,0,Two or More Races,White,0,0,0,B,2016,32
36 - 45,1,None,0,White,White,0,0,1,N,2016,24
36 - 45,0,None,0,White,White,0,1,0,M,2016,37
36 - 45,1,None,0,White,Black or African American,0,0,0,O,2016,30
36 - 45,0,None,0,White,White,1,0,0,W,2016,34
36 - 45,0,None,0,White,White,0,None,1,J,2016,35
36 - 45,0,None,0,White,White,0,1,0,E,2016,45
36 - 45,0,None,0,White,White,0,1,1,O,2016,30
36 - 45,1,None,0,White,White,0,1,0,M,2016,31
36 - 45,1,None,0,White,White,1,0,0,M,2016,39
36 - 45,1,None,0,White,White,0,1,0,N,2016,54
36 - 45,0,None,1,White,Hispanic,0,0,0,F,2016,35
36 - 45,1,None,0,White,White,0,0,1,R,2016,28
36 - 45,0,None,0,White,Black or African American,0,0,0,E,2016,24
36 - 45,0,None,0,White,American Indian or Alaska Native,0,0,0,E,2016,29
36 - 45,0,None,0,White,Black or African American,0,0,0,K,2016,49
36 - 45,1,None,1,White,White,0,1,0,J,2016,32
36 - 45,0,None,0,Two or More Races,White,0,0,0,J,2016,31
36 - 45,0,Blade,0,White,White,0,0,1,W,2016,45
36 - 45,0,None,0,White,White,1,0,0,L,2016,32
36 - 45,0,None,0,White,White,1,0,1,B,2016,24
36 - 45,1,Firearm,0,White,American Indian or Alaska Native,0,1,1,K,2016,29
36 - 45,0,None,0,Two or More Races,White,0,0,0,E,2016,29
36 - 45,0,None,0,White,Black or African American,0,None,0,E,2016,30
36 - 45,0,None,0,Hispanic or Latino,Hispanic,0,1,0,Q,2016,31
36 - 45,0,None,0,Hispanic or Latino,Black or African American,0,0,0,K,2016,29
36 - 45,1,None,0,White,Black or African American,0,0,0,Q,2016,33
36 - 45,1,None,0,White,White,0,0,0,B,2016,27
36 - 45,0,None,0,Hispanic or Latino,White,1,0,0,L,2016,44
36 - 45,0,None,0,Asian,White,1,0,0,D,2016,39
36 - 45,1,None,0,White,Black or African American,0,0,0,U,2016,25
36 - 45,1,None,0,White,White,0,0,0,Q,2016,30
36 - 45,1,None,0,White,White,0,1,0,M,2016,31
36 - 45,0,None,0,White,White,0,0,1,J,2016,25
36 - 45,0,None,0,White,White,0,0,0,D,2016,42
36 - 45,0,None,0,White,Asian,0,0,0,M,2016,40
36 - 45,0,None,0,White,American Indian or Alaska Native,0,1,0,K,2016,29
36 - 45,0,None,1,White,Black or African American,0,0,0,D,2016,40
36 - 45,0,None,0,White,White,0,0,1,B,2016,38
36 - 45,0,None,0,Hispanic or Latino,White,0,0,0,Q,2016,29
36 - 45,0,None,0,White,White,0,0,0,K,2016,31
36 - 45,0,None,0,White,White,0,0,0,J,2016,26
36 - 45,0,None,0,Black or African American,White,0,0,0,L,2016,46
36 - 45,1,None,0,Two or More Races,White,0,0,0,D,2016,23
36 - 45,0,None,0,White,Black or African American,0,0,1,S,2016,33
36 - 45,0,None,0,Two or More Races,White,0,0,1,O,2016,32
36 - 45,0,None,0,White,Asian,1,0,0,O,2016,43
36 - 45,1,None,0,White,Black or African American,1,1,0,O,2016,30
36 - 45,0,None,0,Black or African American,Black or African American,1,0,0,W,2016,53
36 - 45,0,Blade,0,White,White,0,0,0,M,2016,26
36 - 45,0,None,0,White,White,0,0,0,Q,2016,33
36 - 45,0,None,0,Asian,White,0,0,0,N,2016,51
36 - 45,0,None,0,White,Asian,0,1,0,O,2016,55
36 - 45,1,None,0,White,White,0,1,0,M,2016,31
36 - 45,1,None,0,White,White,0,1,1,J,2016,42
36 - 45,0,None,0,White,White,0,0,0,M,2016,31
36 - 45,0,None,0,Asian,White,1,0,0,B,2016,51
36 - 45,0,None,0,White,Black or African American,0,0,0,B,2016,33
36 - 45,0,None,1,White,Black or African American,1,0,0,O,2016,29
36 - 45,0,None,0,White,Black or African American,0,0,1,R,2016,28
36 - 45,1,None,0,White,White,0,0,1,U,2016,26
36 - 45,0,None,1,Two or More Races,White,1,0,1,K,2016,33
36 - 45,0,None,0,White,Hispanic,0,0,0,L,2016,37
36 - 45,1,None,0,White,White,0,1,0,J,2016,29
36 - 45,0,None,0,White,White,1,0,0,O,2016,30
36 - 45,1,None,0,White,American Indian or Alaska Native,1,0,0,M,2016,43
36 - 45,0,None,1,Two or More Races,White,0,0,0,D,2016,24
36 - 45,1,None,0,American Indian/Alaska Native,Black or African American,0,1,1,R,2016,38
46 - 55,1,None,0,White,White,0,0,0,B,2015,33
36 - 45,1,None,0,Hispanic or Latino,White,1,0,0,F,2016,60
36 - 45,1,None,0,White,White,0,0,0,W,2016,51
36 - 45,1,None,0,White,White,0,None,1,S,2016,30
36 - 45,0,None,1,Asian,American Indian or Alaska Native,0,0,0,S,2016,36
36 - 45,0,None,0,Two or More Races,Black or African American,0,0,0,L,2016,29
36 - 45,0,None,0,Two or More Races,White,0,0,0,N,2016,26
36 - 45,0,None,1,White,Asian,0,1,0,G,2016,32
36 - 45,0,None,0,Two or More Races,American Indian or Alaska Native,1,0,0,K,2016,28
36 - 45,0,None,0,White,White,1,0,0,U,2016,34
36 - 45,0,None,0,White,Black or African American,0,0,1,L,2016,37
36 - 45,0,None,0,White,White,0,0,0,J,2016,43
36 - 45,0,None,1,Two or More Races,White,0,0,0,B,2016,38
36 - 45,0,Blade,0,Black or African American,Black or African American,0,0,1,S,2016,28
36 - 45,0,None,0,White,White,0,1,0,J,2016,29
36 - 45,0,None,0,Two or More Races,White,0,0,0,N,2016,26
36 - 45,1,None,0,White,Asian,0,None,0,K,2016,31
36 - 45,0,None,0,Hispanic or Latino,Black or African American,0,1,0,F,2016,31
36 - 45,0,None,1,White,Black or African American,0,0,0,E,2016,46
36 - 45,0,Blade,0,White,White,0,0,1,F,2016,32
36 - 45,0,None,0,White,Asian,1,0,0,F,2016,33
36 - 45,1,None,0,Two or More Races,Black or African American,0,1,0,K,2016,34
36 - 45,1,None,0,White,Black or African American,0,None,0,L,2016,28
36 - 45,1,None,0,Asian,Hispanic,0,1,0,N,2016,52
36 - 45,1,None,0,White,Black or African American,0,0,1,U,2016,46
36 - 45,0,None,0,Asian,White,1,0,0,N,2016,51
36 - 45,1,Blade,1,Two or More Races,White,0,0,1,E,2016,29
36 - 45,1,None,0,White,White,0,1,0,J,2016,26
36 - 45,1,None,0,White,White,0,1,0,D,2016,32
36 - 45,1,None,0,White,Asian,0,1,1,S,2016,38
36 - 45,1,Blade,0,White,White,0,0,1,Q,2016,33
36 - 45,0,None,0,White,White,0,0,0,L,2016,39
36 - 45,0,None,0,Two or More Races,White,0,0,0,K,2016,23
36 - 45,0,None,0,White,Black or African American,0,1,0,O,2016,37
36 - 45,0,None,0,Hispanic or Latino,White,0,0,0,N,2016,41
36 - 45,0,None,1,White,White,1,1,1,O,2016,32
36 - 45,1,None,0,White,Black or African American,0,0,0,M,2016,38
36 - 45,0,None,0,White,White,0,0,0,E,2016,30
36 - 45,0,None,0,White,Black or African American,0,0,0,U,2016,30
36 - 45,1,None,0,Two or More Races,Hispanic,0,1,0,K,2016,23
36 - 45,0,None,1,White,White,0,1,0,W,2016,25
36 - 45,0,None,0,White,White,1,0,0,L,2016,45
36 - 45,1,None,0,White,White,1,0,0,O,2016,30
36 - 45,0,None,1,White,White,0,0,0,L,2016,31
36 - 45,1,None,0,White,White,0,0,1,J,2016,29
36 - 45,0,None,0,Two or More Races,White,0,1,0,K,2016,23
36 - 45,1,Blade,0,White,White,0,0,1,M,2016,39
36 - 45,0,None,0,White,American Indian or Alaska Native,0,0,1,K,2016,39
36 - 45,0,Blade,0,White,American Indian or Alaska Native,0,0,1,U,2016,49
36 - 45,0,None,0,White,American Indian or Alaska Native,1,0,0,R,2016,45
36 - 45,1,Blade,0,White,American Indian or Alaska Native,0,0,1,Q,2016,55
36 - 45,1,None,0,White,White,0,None,0,N,2016,24
36 - 45,0,None,0,White,White,0,0,0,E,2016,29
36 - 45,0,None,0,White,White,0,0,1,K,2016,24
36 - 45,0,None,0,White,White,0,0,0,N,2016,42
36 - 45,0,None,0,Black or African American,White,0,0,0,K,2016,31
36 - 45,0,None,0,White,White,0,0,0,F,2016,42
36 - 45,0,None,0,White,Hispanic,0,0,1,K,2016,25
36 - 45,1,None,0,White,Black or African American,1,1,0,K,2016,43
36 - 45,0,Blade,0,White,White,0,1,0,F,2016,50
36 - 45,0,None,0,Two or More Races,American Indian or Alaska Native,0,0,0,K,2016,28
36 - 45,0,None,1,White,White,0,0,1,E,2016,34
36 - 45,0,Blade,0,Black or African American,Hispanic,0,1,1,K,2016,28
36 - 45,0,None,0,White,Black or African American,0,0,0,R,2016,29
36 - 45,0,None,0,White,American Indian or Alaska Native,0,0,1,N,2016,38
36 - 45,0,None,0,White,White,0,1,0,N,2016,30
36 - 45,1,None,0,White,White,0,0,0,N,2016,29
36 - 45,0,None,0,Black or African American,Hispanic,0,1,0,F,2016,45
36 - 45,1,None,0,White,White,0,0,1,O,2016,30
36 - 45,1,Blade,0,White,Black or African American,0,0,0,B,2016,44
36 - 45,1,None,0,White,White,0,0,0,F,2016,30
36 - 45,1,None,0,White,White,1,1,0,D,2016,31
36 - 45,0,None,1,Two or More Races,White,0,0,0,B,2016,38
36 - 45,1,None,0,White,White,0,0,0,C,2016,25
36 - 45,0,None,0,White,White,1,0,0,E,2016,23
36 - 45,0,None,0,White,Black or African American,0,0,0,K,2016,24
36 - 45,1,None,0,White,Black or African American,0,0,0,J,2016,37
36 - 45,0,None,0,White,Black or African American,0,0,0,B,2016,27
36 - 45,1,None,0,Asian,White,0,0,0,N,2016,52
36 - 45,0,None,0,Black or African American,Hispanic,1,1,0,F,2016,45
36 - 45,1,None,0,White,Black or African American,0,0,1,S,2016,35
36 - 45,0,None,0,White,White,1,0,0,D,2016,27
36 - 45,1,None,0,Asian,Black or African American,0,1,0,K,2016,46
36 - 45,0,None,0,White,American Indian or Alaska Native,0,None,1,G,2016,37
36 - 45,0,None,0,White,White,0,1,0,B,2016,38
36 - 45,1,None,0,Black or African American,Black or African American,0,0,1,L,2016,22
36 - 45,0,None,0,White,Hispanic,0,0,1,B,2016,27
36 - 45,1,None,0,Black or African American,Black or African American,0,0,0,K,2016,31
36 - 45,1,None,0,White,White,1,None,0,C,2016,29
36 - 45,0,None,0,White,Black or African American,0,0,1,L,2016,37
36 - 45,0,None,0,White,White,1,None,0,O,2016,38
36 - 45,0,None,1,Black or African American,Black or African American,0,0,1,O,2016,25
36 - 45,0,None,0,White,Black or African American,0,0,0,E,2016,29
36 - 45,0,None,0,White,American Indian or Alaska Native,0,0,0,L,2016,24
36 - 45,1,None,0,White,White,0,0,0,D,2016,26
36 - 45,0,Blade,0,White,Black or African American,0,0,1,Q,2016,40
36 - 45,0,None,0,Asian,White,0,0,1,N,2016,51
36 - 45,0,None,0,White,White,1,0,0,U,2016,37
36 - 45,1,None,1,White,Black or African American,0,0,1,D,2016,40
36 - 45,0,None,0,White,Black or African American,0,1,0,E,2016,33
36 - 45,0,None,0,Black or African American,Black or African American,1,1,0,K,2016,31
36 - 45,1,None,0,White,White,1,0,0,U,2016,25
36 - 45,0,None,0,Asian,Black or African American,0,0,0,N,2016,51
36 - 45,1,Blade,0,White,American Indian or Alaska Native,0,1,0,O,2016,47
36 - 45,0,None,0,Black or African American,White,0,0,0,O,2016,49
36 - 45,0,None,0,Black or African American,White,0,0,0,O,2016,49
36 - 45,0,None,0,Hispanic or Latino,White,0,0,0,J,2016,41
36 - 45,0,None,0,White,Black or African American,0,1,0,D,2016,37
36 - 45,1,None,0,White,White,0,1,0,R,2016,28
36 - 45,0,None,0,White,Hispanic,0,1,1,R,2016,45
36 - 45,0,None,0,White,White,0,0,1,J,2016,42
36 - 45,0,None,0,White,White,0,0,0,L,2016,35
36 - 45,1,None,0,Two or More Races,Black or African American,0,0,0,G,2016,28
36 - 45,1,None,0,White,White,1,0,0,M,2016,27
36 - 45,0,None,0,White,White,1,1,0,B,2016,25
36 - 45,1,None,0,White,White,0,1,0,E,2016,30
36 - 45,1,None,0,Hispanic or Latino,White,0,1,0,B,2016,41
36 - 45,0,None,0,Black or African American,White,0,0,1,R,2016,32
36 - 45,0,None,0,White,Black or African American,0,0,0,K,2016,36
36 - 45,0,Blade,0,White,Black or African American,0,0,1,S,2016,33
36 - 45,0,None,0,Black or African American,Black or African American,0,None,0,M,2016,52
36 - 45,0,None,0,White,Black or African American,0,0,0,E,2016,31
36 - 45,0,None,0,White,Black or African American,0,0,0,K,2016,26
36 - 45,0,None,0,Hispanic or Latino,White,1,0,0,W,2016,45
36 - 45,0,None,0,Black or African American,White,0,0,0,L,2016,22
36 - 45,0,None,0,White,Black or African American,0,0,0,U,2016,30
36 - 45,1,None,0,White,White,0,1,0,N,2016,42
36 - 45,1,None,0,White,White,0,1,0,N,2016,26
36 - 45,0,None,0,White,Black or African American,0,0,0,Q,2016,30
36 - 45,1,None,0,White,White,0,0,0,E,2016,22
36 - 45,0,None,0,White,Black or African American,0,0,1,S,2016,37
36 - 45,0,None,1,Two or More Races,White,0,0,0,B,2016,44
36 - 45,0,None,0,White,White,1,0,0,N,2016,48
36 - 45,0,None,0,White,Black or African American,0,1,0,K,2016,31
36 - 45,0,Blade,0,White,Black or African American,0,0,1,G,2016,24
36 - 45,0,None,0,White,Black or African American,1,0,1,B,2016,26
36 - 45,0,None,0,White,White,0,0,0,L,2016,46
36 - 45,1,None,0,White,Black or African American,0,0,1,M,2016,38
36 - 45,0,None,0,White,White,0,0,1,U,2016,36
36 - 45,0,None,0,White,White,0,1,0,W,2016,54
36 - 45,0,None,0,Two or More Races,White,0,1,0,B,2016,32
36 - 45,1,None,0,White,White,1,0,1,D,2016,25
36 - 45,1,None,0,White,White,0,1,0,O,2016,33
36 - 45,0,None,0,White,White,0,None,0,K,2016,33
36 - 45,1,None,1,White,White,0,0,1,D,2016,40
36 - 45,0,None,0,White,White,0,1,0,N,2016,42
36 - 45,1,None,1,White,White,0,None,0,C,2017,31
36 - 45,1,None,0,White,White,0,0,0,O,2016,37
36 - 45,1,Blade,0,White,White,1,0,1,O,2016,30
36 - 45,1,None,0,White,White,0,0,1,N,2016,24
36 - 45,1,None,0,White,Black or African American,0,0,0,S,2016,30
36 - 45,1,None,0,White,White,1,0,0,L,2016,34
36 - 45,1,None,0,Two or More Races,Black or African American,0,0,1,B,2016,32
36 - 45,0,None,0,White,White,0,1,1,F,2016,36
36 - 45,0,None,0,White,White,0,0,0,W,2016,45
36 - 45,0,None,0,Black or African American,Black or African American,0,0,0,W,2016,52
36 - 45,0,None,1,Two or More Races,White,0,0,0,B,2016,44
36 - 45,0,None,1,White,White,0,1,0,J,2016,32
36 - 45,0,None,0,White,Black or African American,0,0,0,J,2016,32
36 - 45,1,Blade,0,White,American Indian or Alaska Native,0,0,1,D,2016,32
36 - 45,1,None,0,White,Black or African American,0,0,0,K,2016,32
36 - 45,0,None,1,Two or More Races,White,0,0,1,N,2016,44
36 - 45,1,None,0,White,White,1,0,1,W,2016,25
36 - 45,0,None,0,White,White,0,0,0,N,2016,35
36 - 45,0,None,0,Black or African American,Black or African American,0,0,0,K,2016,31
36 - 45,0,None,0,White,White,0,0,0,G,2016,38
36 - 45,0,None,0,Black or African American,Hispanic,0,0,1,N,2016,28
36 - 45,0,None,0,White,White,0,1,0,D,2016,30
36 - 45,0,None,0,White,Black or African American,0,1,0,F,2016,51
36 - 45,0,None,0,White,White,1,0,0,N,2016,33
36 - 45,1,None,1,White,White,0,1,0,M,2016,24
36 - 45,0,None,0,Hispanic or Latino,White,0,0,0,N,2016,34
36 - 45,0,None,0,White,White,0,0,0,M,2016,39
36 - 45,0,None,0,White,Black or African American,0,None,1,K,2016,32
36 - 45,1,Blade,0,White,Black or African American,0,0,0,E,2016,53
36 - 45,0,None,0,White,White,0,0,1,N,2016,39
36 - 45,1,None,0,Hispanic or Latino,White,0,1,0,D,2016,31
36 - 45,0,None,0,White,Black or African American,0,1,0,D,2016,30
36 - 45,1,None,0,White,Black or African American,0,None,0,D,2017,39
36 - 45,0,None,0,White,White,1,0,0,K,2016,26
36 - 45,1,None,0,White,White,1,0,0,O,2016,37
36 - 45,1,None,0,White,White,0,None,0,M,2019,33
36 - 45,1,None,0,White,White,0,0,0,Q,2016,30
36 - 45,0,None,0,Black or African American,White,0,0,0,L,2016,46
36 - 45,0,None,0,White,White,0,0,0,N,2016,38
36 - 45,0,None,0,White,Black or African American,0,0,0,G,2016,50
36 - 45,0,None,0,White,White,0,0,0,L,2016,45
